job_id,job_title,company_name,location,industry,experience_level,years_of_exp,education,employment_type,remote_work,salary_usd,salary_band,skills,company_rating,applications,hiring_status,job_posted_date,post_month,post_year,benefits
JOB6700,Data Analyst,TCS,"Chicago, IL",Technology,Manager,11,Associate's,Freelance,On-Site,111983,$80K–$120K,"Microsoft Excel, Dataviz, Node, Tableau, Gcp, Deep Learning",5.0,500,Closed,2025-11-09,2025-11,2025,"Health, Dental, Vision"
JOB6724,BI Analyst,Microsoft,"London, UK",Gaming,Unknown,12,Master's,Internship,Remote,84124000,$180K+,"Google Cloud, Docker",4.0,831,Open,2025-04-11,2025-04,2025,Health+Dental
JOB4202,Cloud Architect,Google,"Chicago, IL",Healthcare,Entry Level,10,Bootcamp,Unknown,Remote,213535,$180K+,"Azure, Tensorflow, R",3.7,500,Open,2025-04-08,2025-04,2025,"Stock Options, Health"
JOB5649,Unknown,Uber,"Bangalore, India",E-Commerce/Retail,Director,25,High School,Unknown,Remote,89859,$80K–$120K,"Js, Natural Language Processing",3.7,500,Closed,2025-03-26,2025-03,2025,Unknown
JOB1668,Full Stack Developer,Meta,"Chicago, IL",Technology,Entry Level,13,Unknown,Part-Time,Remote,170216,$120K–$180K,"Tensorflow, Power Bi, Apache Spark, Kubernetes, Javascript, Cv",4.5,500,Closed,2025-04-07,2025-04,2025,Unknown
JOB7577,Frontend Developer,Accenture,"Boston, MA",Gaming,Mid Level,6,Master's,Full-Time,Remote,52732,$50K–$80K,"Google Cloud, Spark",3.7,1493,Closed,2024-02-21,2024-02,2024,Health+Dental
JOB6260,BI Analyst,Unknown,"Hyderabad, India",Telecommunications,Mid Level,6,PhD,Freelance,Unknown,54394,$50K–$80K,,3.2,500,Open,2025-06-05,2025-06,2025,"401k, Health"
JOB6850,Unknown,Netflix,"Austin, TX",Unknown,Lead/Principal,5,High School,Full-Time,On-Site,-4160000,< $50K,"Node, Sql Server, Statistical Analysis, Java, R Programming",3.0,500,Closed,2024-05-07,2024-05,2024,Unknown
JOB3463,Product Manager,Microsoft,"San Francisco, CA",Technology,Mid Level,2,Bootcamp,Unknown,On-Site,40218,< $50K,,5.0,500,Open,2025-10-24,2025-10,2025,"Stock Options, Health"
Unknown,Data Engineer,Salesforce,"Hyderabad, India",Unknown,Mid Level,3,PhD,Internship,Hybrid,126507,$120K–$180K,"Tableau, Communication, Data Pipeline, Docker",3.7,100,On Hold,2025-10-21,2025-10,2025,Unknown
JOB2582,Software Engineer,Meta,"Bangalore, India",Healthcare,Director,20,Bachelor's,Full-Time,On-Site,37630,< $50K,"Power Bi, Data Viz, Azure, Js",3.7,500,Open,2025-01-18,2025-01,2025,"Health, 401k, Stock"
JOB5277,Data Analyst,TCS,"London, UK",Education,Mid Level,11,Associate's,Contract,Remote,149076,$120K–$180K,"Python, Javascript, Docker, Pytorch, Apache Spark, Linux",3.7,500,Closed,2025-10-03,2025-10,2025,Health+Dental
JOB4683,Unknown,Salesforce,"New York, NY",Media/Entertainment,Senior,12,Master's,Internship,On-Site,161738,$120K–$180K,"Linux, Unix, Agile",1.1,500,Open,2024-09-18,2024-09,2024,"Stock Options, Health"
JOB1654,Data Analyst,Unknown,"Chicago, IL",Gaming,Mid Level,11,PhD,Contract,On-Site,55691,$50K–$80K,,4.0,890,Closed,2025-10-27,2025-10,2025,Unknown
JOB5070,ML Engineer,Unknown,"Boston, MA",Technology,Director,5,Master's,Full-Time,On-Site,119185,$80K–$120K,,4.1,500,Unknown,2025-01-01,2025-01,2025,Unknown
JOB3242,DevOps Engineer,Uber,"New York, NY",Unknown,Executive,0,Associate's,Unknown,Unknown,95297,$80K–$120K,"Azure, Js, Google Cloud, Aws, Reactjs",4.5,100,Closed,2024-11-08,2024-11,2024,"PTO, Remote"
JOB5809,Data Engineer,Apple,"Seattle, WA",Consulting,Lead/Principal,12,Associate's,Internship,Hybrid,126507,$120K–$180K,"Spark, Java, Unix, Power Bi, Google Cloud",3.7,500,Closed,2025-05-12,2025-05,2025,"Health, 401k, Stock"
JOB5335,AI Engineer,Google,"Toronto, Canada",Technology,Manager,6,Master's,Full-Time,On-Site,116659000,$180K+,"Reactjs, Deep Learning, Ms Excel",3.4,1007,Unknown,2024-03-15,2024-03,2024,Health+Dental
JOB3874,Data Scientist,Infosys,"Seattle, WA",Technology,Unknown,18,PhD,Part-Time,Remote,436418,$180K+,"Deep Learning, Sql, Stats, Gcp, Tableau, Java, Dataviz",4.5,1293,Closed,2025-10-22,2025-10,2025,"Health, Dental, Vision"
Unknown,Software Engineer,Unknown,"London, UK",Automotive,Unknown,0,Bachelor's,Freelance,Remote,51587,$50K–$80K,"Tensorflow, Python, Computer Vision, Power Bi, Docker",4.5,500,Closed,2025-01-03,2025-01,2025,"Health, Dental, Vision"
JOB2263,Frontend Developer,Meta,"Hyderabad, India",Gaming,Executive,13,Unknown,Freelance,On-Site,87585,$80K–$120K,"Data Viz, Data Visualization, Machine Learning, Tableau",3.7,1244,Open,2025-01-01,2025-01,2025,"Health, 401k, Stock"
Unknown,BI Analyst,Uber,"London, UK",Media/Entertainment,Mid Level,1,Bachelor's,Full-Time,On-Site,146399000,$180K+,"Scrum, Aws, Nodejs, Statistical Analysis, Machine Learning",3.7,500,Closed,2024-12-09,2024-12,2024,Unknown
JOB7981,Data Engineer,Unknown,"Hyderabad, India",Technology,Unknown,13,Master's,Full-Time,On-Site,126507,$120K–$180K,,3.7,500,Closed,2025-06-01,2025-06,2025,"401k, Health"
JOB4043,Frontend Developer,Amazon,"Boston, MA",Healthcare,Senior,12,Bachelor's,Part-Time,On-Site,87585,$80K–$120K,"Tableau, Js, Nlp, Natural Language Processing, Powerbi, Gcp",3.7,500,Closed,2025-11-16,2025-11,2025,Unknown
JOB6878,Unknown,Unknown,"Boston, MA",Automotive,Senior,15,Associate's,Contract,On-Site,112028,$80K–$120K,"Scrum, Sql, Google Cloud, Powerbi, Tableau",3.7,100,Open,2025-11-23,2025-11,2025,"Stock Options, Health"
JOB3589,Unknown,Wipro,"Berlin, Germany",Telecommunications,Manager,11,Unknown,Part-Time,Unknown,59375,$50K–$80K,"Python, Tensorflow, Excel, Pyspark, Natural Language Processing, Azure, Javascript, Amazon Web Services",3.7,500,Closed,2025-08-03,2025-08,2025,"401k, Health"
JOB2582,ML Engineer,Google,"San Francisco, CA",Technology,Manager,0,Associate's,Unknown,Hybrid,139214,$120K–$180K,"Kubernetes, Communication, Javascript, Tableau",3.5,500,Open,2025-04-10,2025-04,2025,Unknown
JOB9934,Software Engineer,Google,"Bangalore, India",Technology,Mid Level,11,Master's,Internship,Unknown,175773,$120K–$180K,"Pytorch, Scrum, Apache Spark",4.7,500,On Hold,2025-01-01,2025-01,2025,"Health, Dental, Vision"
Unknown,Data Scientist,TCS,"Boston, MA",Healthcare,Mid Level,11,Associate's,Part-Time,On-Site,284354,$180K+,"Git, Gcp, Docker, Pytorch, Aws, Deep Learning, Pyspark, Tensorflow",3.7,500,Unknown,2025-09-08,2025-09,2025,Unknown
JOB1834,Software Engineer,Unknown,Unknown,Consulting,Senior,9,Unknown,Full-Time,Remote,113289,$80K–$120K,"Dl, Microsoft Excel, Unix, Pyspark, Docker, Communication",2.8,500,Open,2025-04-14,2025-04,2025,"Health, Dental, Vision"
JOB4098,Cybersecurity Analyst,Apple,"Seattle, WA",Healthcare,Lead/Principal,16,PhD,Full-Time,On-Site,99606,$80K–$120K,"Powerbi, Microsoft Excel, Git, Java, Linux, Agile",4.5,500,Closed,2025-04-25,2025-04,2025,"Health, 401k, Stock"
Unknown,Data Engineer,Netflix,"Hyderabad, India",Technology,Entry Level,14,Bootcamp,Full-Time,On-Site,91165,$80K–$120K,,3.7,500,Unknown,2025-12-19,2025-12,2025,Unknown
JOB6964,Unknown,Amazon,"Seattle, WA",Technology,Executive,16,Associate's,Full-Time,Hybrid,211901,$180K+,"Git, Apache Spark, Data Viz, Nlp, Java, Python, Dl",3.7,1021,Closed,2025-02-21,2025-02,2025,Health+Dental
JOB9231,AI Engineer,Infosys,"San Francisco, CA",Media/Entertainment,Senior,21,PhD,Part-Time,On-Site,106560,$80K–$120K,"Tensorflow, Sql Server",4.3,500,Unknown,2025-03-21,2025-03,2025,"PTO, Remote"
JOB2616,Data Engineer,Microsoft,Unknown,Gaming,Entry Level,13,Bachelor's,Part-Time,Unknown,126507,$120K–$180K,,4.2,500,Unknown,2025-01-01,2025-01,2025,Unknown
Unknown,Data Scientist,Unknown,"Seattle, WA",Healthcare,Lead/Principal,11,Master's,Internship,On-Site,152498,$120K–$180K,"Git, Tensorflow, Statistics, Deep Learning, Ml",3.7,100,Closed,2025-07-16,2025-07,2025,Unknown
JOB6701,Full Stack Developer,Airbnb,"Hyderabad, India",Technology,Executive,7,Unknown,Internship,Hybrid,354890,$180K+,,3.7,500,Open,2025-11-10,2025-11,2025,"PTO, Remote"
JOB8142,Software Engineer,Microsoft,"Boston, MA",Unknown,Unknown,12,Associate's,Part-Time,Remote,459410,$180K+,"Linux, Etl, Nlp, Stats, Data Pipeline, Google Cloud",3.7,500,Open,2024-08-28,2024-08,2024,"Health, Dental, Vision"
JOB4726,Unknown,Google,"Berlin, Germany",Technology,Mid Level,21,Bachelor's,Freelance,Unknown,81563,$80K–$120K,"Tensorflow, Kubernetes, Tableau",2.3,100,Closed,2025-11-13,2025-11,2025,Unknown
Unknown,AI Engineer,Unknown,Remote,Healthcare,Mid Level,11,Bachelor's,Contract,On-Site,479859,$180K+,"Java, Spark, Scrum, Github",3.6,673,Unknown,2024-03-10,2024-03,2024,Health+Dental
JOB1519,Software Engineer,Unknown,Remote,Consulting,Lead/Principal,12,High School,Freelance,Remote,42359,< $50K,"Natural Language Processing, Kubernetes, Data Pipeline, Docker, Tableau",4.6,500,Closed,2024-02-22,2024-02,2024,Unknown
JOB1494,Software Engineer,Microsoft,"Chicago, IL",Technology,Mid Level,11,Unknown,Freelance,Remote,113289,$80K–$120K,"Power Bi, Gcp, Azure, Data Visualization, Nlp, Nodejs",3.7,500,Unknown,2025-09-03,2025-09,2025,"Health, Dental, Vision"
JOB7780,DevOps Engineer,Wipro,Remote,Gaming,Entry Level,19,Bootcamp,Full-Time,Remote,141552,$120K–$180K,"K8S, R, Dataviz",3.7,500,Unknown,2025-04-10,2025-04,2025,Health+Dental
JOB8758,Software Engineer,Unknown,Remote,Gaming,Lead/Principal,12,Master's,Part-Time,On-Site,45431,< $50K,"Google Cloud, Azure",3.7,793,On Hold,2025-12-22,2025-12,2025,"Health, Dental, Vision"
JOB7086,Unknown,Wipro,"Toronto, Canada",Technology,Unknown,12,PhD,Full-Time,Unknown,38884,< $50K,"Tableau, Azure",3.7,100,Unknown,2025-10-21,2025-10,2025,Unknown
JOB9646,Full Stack Developer,IBM,Unknown,Unknown,Executive,20,Bachelor's,Unknown,On-Site,230478,$180K+,"Sql, Powerbi, Computer Vision",4.0,100,Open,2025-01-01,2025-01,2025,Unknown
Unknown,AI Engineer,Salesforce,Unknown,Consulting,Unknown,15,Master's,Freelance,Remote,482387,$180K+,"Agile, Pytorch, Azure",3.9,288,Closed,2025-01-01,2025-01,2025,Unknown
JOB8644,Unknown,Amazon,"Hyderabad, India",Finance,Entry Level,3,Master's,Internship,On-Site,98148,$80K–$120K,"Sql, Javascript, Docker, Tableau, K8S, Deep Learning",4.5,500,Open,2025-01-22,2025-01,2025,Health+Dental
Unknown,Data Analyst,Google,"Toronto, Canada",Education,Director,10,PhD,Freelance,Remote,131990,$120K–$180K,"Dataviz, Aws, Statistical Analysis, Nodejs",3.7,100,Closed,2025-08-14,2025-08,2025,Unknown
JOB7628,DevOps Engineer,Google,"San Francisco, CA",E-Commerce/Retail,Unknown,12,Master's,Full-Time,On-Site,141552,$120K–$180K,"Aws, Etl, Linux",4.5,100,Unknown,2025-10-27,2025-10,2025,"Health, Dental, Vision"
JOB4310,Data Analyst,Infosys,Remote,Gaming,Mid Level,17,PhD,Internship,Remote,131990,$120K–$180K,"Data Viz, Tableau, Statistics, Azure",3.7,100,Open,2025-01-01,2025-01,2025,Unknown
JOB9940,DevOps Engineer,Unknown,"San Francisco, CA",E-Commerce/Retail,Senior,12,Bachelor's,Part-Time,On-Site,141552,$120K–$180K,"Dataviz, Linux, Scrum, Javascript, K8S, Spark",3.7,1416,Open,2025-04-01,2025-04,2025,Unknown
JOB2777,ML Engineer,Wipro,"Chicago, IL",E-Commerce/Retail,Entry Level,13,PhD,Internship,On-Site,481473,$180K+,"Ms Excel, React, Agile, Python, Aws",2.3,622,Closed,2024-06-13,2024-06,2024,Unknown
JOB2124,AI Engineer,Accenture,"Chicago, IL",Education,Entry Level,15,Bachelor's,Full-Time,Hybrid,42610,< $50K,,1.9,500,Unknown,2025-03-28,2025-03,2025,"Health, Dental, Vision"
JOB8135,Software Engineer,Meta,"Bangalore, India",E-Commerce/Retail,Lead/Principal,12,Bootcamp,Full-Time,Unknown,110769,$80K–$120K,"Ms Excel, Azure",4.6,500,Closed,2025-12-11,2025-12,2025,Unknown
JOB3920,Unknown,TCS,"San Francisco, CA",E-Commerce/Retail,Entry Level,21,Unknown,Internship,Unknown,135473,$120K–$180K,"Pyspark, Deep Learning, Node.Js, Microsoft Excel, Dataviz, Nlp, K8S",3.7,74,Open,2025-09-15,2025-09,2025,"Health, Dental, Vision"
Unknown,AI Engineer,Meta,"Toronto, Canada",Telecommunications,Senior,22,PhD,Part-Time,On-Site,106560,$80K–$120K,"Tableau, Deep Learning, Data Pipeline, Node.Js, Pytorch",1.0,304,Open,2025-09-08,2025-09,2025,Unknown
JOB7944,Full Stack Developer,TCS,"Austin, TX",E-Commerce/Retail,Executive,10,High School,Internship,On-Site,170216,$120K–$180K,"Gcp, Powerbi, Linux, Microsoft Excel",3.7,100,Closed,2025-10-26,2025-10,2025,"Stock Options, Health"
JOB8006,BI Analyst,Apple,Unknown,Technology,Entry Level,18,Master's,Unknown,On-Site,31435,< $50K,"Pytorch, K8S, Git, Tensorflow, Spark, Dl, Deep Learning",3.7,500,Open,2024-10-18,2024-10,2024,Unknown
JOB2718,Software Engineer,Apple,Remote,Healthcare,Director,10,High School,Unknown,Unknown,357955,$180K+,"Communication, Kubernetes, Power Bi, Ml, Cv, Statistical Analysis",3.7,100,On Hold,2025-08-11,2025-08,2025,Unknown
JOB8918,ML Engineer,Salesforce,"Chicago, IL",Technology,Entry Level,13,Bachelor's,Unknown,On-Site,53514,$50K–$80K,,3.7,500,Closed,2025-06-26,2025-06,2025,"Health, Dental, Vision"
JOB4857,Software Engineer,Google,Remote,Gaming,Unknown,12,Bootcamp,Contract,Remote,220490,$180K+,"Java, Power Bi",3.7,500,On Hold,2024-10-09,2024-10,2024,"Health, Dental, Vision"
JOB2840,Data Scientist,Meta,Unknown,Technology,Entry Level,13,Bachelor's,Full-Time,On-Site,183053,$180K+,"Natural Language Processing, Azure",2.0,500,Open,2025-03-20,2025-03,2025,Health+Dental
Unknown,Cybersecurity Analyst,Apple,"Boston, MA",Technology,Lead/Principal,12,Unknown,Part-Time,Hybrid,99606,$80K–$120K,"Collaboration, Tensorflow",4.5,500,Unknown,2025-11-27,2025-11,2025,Unknown
JOB1401,Data Analyst,Netflix,Remote,Finance,Executive,13,Master's,Part-Time,Remote,58516,$50K–$80K,"Reactjs, Aws, Scrum, Communication",3.7,500,Unknown,2025-07-06,2025-07,2025,Unknown
JOB2240,BI Analyst,Oracle,Unknown,Unknown,Entry Level,13,PhD,Unknown,Remote,119793,$80K–$120K,"Stats, Microsoft Excel, Git, Data Viz, Etl, Sql, Docker",3.7,100,Unknown,2025-03-28,2025-03,2025,Unknown
JOB8504,Data Scientist,Airbnb,"Seattle, WA",Technology,Senior,14,PhD,Part-Time,On-Site,79671,$50K–$80K,"Apache Spark, Dataviz, Machine Learning, Etl, Pyspark, K8S",3.7,100,Closed,2024-05-13,2024-05,2024,"Health, 401k, Stock"
JOB4182,Frontend Developer,Unknown,"New York, NY",Healthcare,Executive,20,High School,Internship,On-Site,87585,$80K–$120K,"Cv, Pyspark, Data Pipeline, Nlp, Azure, Etl, Data Visualization, Dataviz",3.7,500,Closed,2024-07-05,2024-07,2024,Unknown
JOB1989,Unknown,Unknown,"Chicago, IL",Technology,Entry Level,13,Bootcamp,Internship,Remote,123880,$120K–$180K,"Communication, Statistical Analysis, Nlp, Tensorflow, Powerbi, Reactjs",4.5,500,Unknown,2025-07-23,2025-07,2025,"401k, Health"
JOB5582,Data Analyst,Apple,"San Francisco, CA",Healthcare,Senior,20,Master's,Part-Time,Hybrid,131990,$120K–$180K,"Power Bi, Ml, Statistics, Python",3.7,100,Open,2025-08-08,2025-08,2025,Health+Dental
JOB7467,Cybersecurity Analyst,Uber,Remote,Gaming,Entry Level,13,PhD,Freelance,Remote,127247,$120K–$180K,"Tensorflow, R, Python, Pytorch, Microsoft Excel, Agile, Docker",3.7,1162,Closed,2025-10-23,2025-10,2025,"Stock Options, Health"
JOB6558,Frontend Developer,Salesforce,"San Francisco, CA",Automotive,Senior,9,Bachelor's,Internship,Hybrid,59925,$50K–$80K,"Statistics, K8S, Google Cloud, Kubernetes, Deep Learning",3.7,500,Open,2025-01-01,2025-01,2025,Unknown
JOB2305,Cloud Architect,Apple,Unknown,Technology,Senior,12,Master's,Freelance,Hybrid,192533,$180K+,"Azure, Excel, Linux",4.6,500,On Hold,2025-01-06,2025-01,2025,"401k, Health"
JOB4814,Software Engineer,Amazon,"San Francisco, CA",Finance,Entry Level,12,Unknown,Full-Time,Remote,360165,$180K+,"Python, Azure, Tensorflow, Apache Spark, Spark, Pytorch",3.7,100,Closed,2025-01-04,2025-01,2025,"Stock Options, Health"
JOB2003,Product Manager,Amazon,"Bangalore, India",E-Commerce/Retail,Entry Level,13,Associate's,Freelance,Unknown,65213,$50K–$80K,"Data Pipeline, Git, Data Viz",3.7,331,Closed,2025-04-14,2025-04,2025,"PTO, Remote"
JOB3434,Data Engineer,IBM,"Bangalore, India",Finance,Mid Level,14,Associate's,Contract,Remote,98925,$80K–$120K,"Git, Pytorch, Github, Azure, Python, Gcp, Scrum",4.4,100,Unknown,2025-07-03,2025-07,2025,"401k, Health"
JOB5523,Unknown,Apple,"San Francisco, CA",Technology,Mid Level,9,Associate's,Full-Time,Unknown,135473,$120K–$180K,"Data Viz, Aws, Github, Cv, Node.Js",3.6,100,Closed,2024-05-09,2024-05,2024,Health+Dental
JOB8364,DevOps Engineer,Unknown,Remote,Gaming,Mid Level,19,Bootcamp,Full-Time,Hybrid,411136,$180K+,"Machine Learning, Statistics, Dl, Aws, Java, Pytorch",4.5,100,Closed,2024-04-20,2024-04,2024,"Stock Options, Health"
JOB3774,Cybersecurity Analyst,Amazon,"Bangalore, India",Gaming,Unknown,7,High School,Part-Time,On-Site,119849,$80K–$120K,"Etl, Kubernetes, Power Bi, R, Excel, Js",4.6,500,Unknown,2025-07-17,2025-07,2025,"Health, 401k, Stock"
JOB1745,Data Scientist,Oracle,"Chicago, IL",Finance,Executive,9,Master's,Contract,Remote,152498,$120K–$180K,"Tableau, Python, Data Pipeline",3.7,100,Closed,2025-08-03,2025-08,2025,Unknown
JOB8488,Data Scientist,Microsoft,"Boston, MA",E-Commerce/Retail,Entry Level,2,Bachelor's,Internship,Remote,143004,$120K–$180K,"Stats, Azure",4.5,500,Closed,2025-05-24,2025-05,2025,"Health, 401k, Stock"
JOB9443,Software Engineer,Microsoft,"Seattle, WA",E-Commerce/Retail,Executive,14,Bachelor's,Part-Time,Remote,113289,$80K–$120K,,3.7,1084,Closed,2025-06-16,2025-06,2025,Unknown
JOB7888,Product Manager,Infosys,"Bangalore, India",Healthcare,Manager,11,High School,Part-Time,On-Site,56336,$50K–$80K,"Linux, Python, Tensorflow",3.7,500,Closed,2025-05-27,2025-05,2025,Unknown
Unknown,Cloud Architect,Unknown,"Boston, MA",Technology,Lead/Principal,22,Master's,Part-Time,On-Site,192533,$180K+,"Computer Vision, Git, Power Bi, Aws, Statistical Analysis, Unix, Node, Pytorch",4.8,500,Closed,2025-07-20,2025-07,2025,Unknown
JOB1544,BI Analyst,Unknown,"Hyderabad, India",Unknown,Executive,16,Unknown,Full-Time,On-Site,333050,$180K+,"Nlp, Docker, Spark, Agile, Dataviz, Java",4.0,500,Closed,2025-02-17,2025-02,2025,Unknown
JOB5355,Cybersecurity Analyst,Wipro,"Chicago, IL",Unknown,Unknown,12,Unknown,Internship,Hybrid,93527,$80K–$120K,"Nlp, Unix, Power Bi",3.7,500,Closed,2025-01-01,2025-01,2025,"401k, Health"
Unknown,Cloud Architect,Meta,"Seattle, WA",Gaming,Manager,11,Associate's,Internship,On-Site,192533,$180K+,"Gcp, Js",1.7,209,Open,2025-03-25,2025-03,2025,"Health, 401k, Stock"
JOB8711,Unknown,Meta,Remote,Technology,Unknown,4,Master's,Contract,On-Site,306145,$180K+,,3.7,500,Unknown,2025-03-13,2025-03,2025,"Stock Options, Health"
JOB5106,Machine Learning Engineer,Amazon,Remote,Media/Entertainment,Director,20,PhD,Full-Time,Hybrid,105823,$80K–$120K,"Nlp, Pytorch, R, Nodejs, Computer Vision, Github",3.7,1180,Open,2024-07-18,2024-07,2024,Unknown
JOB2887,Full Stack Developer,Uber,"San Francisco, CA",Unknown,Lead/Principal,12,Unknown,Unknown,On-Site,57442,$50K–$80K,"Scrum, Computer Vision, Collaboration, Etl, Data Viz",3.7,524,Closed,2024-04-27,2024-04,2024,"Health, 401k, Stock"
Unknown,Frontend Developer,Unknown,Unknown,Unknown,Senior,17,Bootcamp,Contract,Remote,50319,$50K–$80K,"Nodejs, Linux, R, Docker",4.5,500,Open,2025-09-06,2025-09,2025,"Stock Options, Health"
JOB5586,Data Analyst,Salesforce,Remote,Technology,Mid Level,0,Associate's,Internship,Remote,91494,$80K–$120K,"Docker, Azure, Js, Sql, Scrum, Stats, R, Agile",5.0,500,Open,2025-02-26,2025-02,2025,"Health, Dental, Vision"
JOB1645,Data Analyst,Uber,"Bangalore, India",Technology,Unknown,12,Bachelor's,Contract,On-Site,131990,$120K–$180K,"Tensorflow, Excel, Aws",3.7,500,Closed,2025-10-10,2025-10,2025,Health+Dental
JOB4844,AI Engineer,Amazon,"Berlin, Germany",Unknown,Senior,12,Bootcamp,Part-Time,On-Site,106560,$80K–$120K,"Java, Powerbi, Communication, Unix",3.3,100,Closed,2025-04-09,2025-04,2025,"Stock Options, Health"
JOB1033,Data Engineer,Microsoft,"New York, NY",Consulting,Mid Level,11,PhD,Freelance,On-Site,126507,$120K–$180K,"Communication, Gcp, Java, Collaboration, Python",4.2,500,Closed,2025-03-06,2025-03,2025,"Health, 401k, Stock"
JOB3942,Software Engineer,Unknown,"Chicago, IL",E-Commerce/Retail,Senior,25,High School,Freelance,Remote,214228,$180K+,"Natural Language Processing, Node, Nlp, Aws",4.5,500,Open,2025-11-08,2025-11,2025,"PTO, Remote"
Unknown,Cloud Architect,Meta,"Boston, MA",Telecommunications,Senior,12,PhD,Full-Time,Hybrid,75142,$50K–$80K,"Tableau, K8S, Sql Server, Communication, Linux, R, Node.Js",3.0,348,Unknown,2025-04-18,2025-04,2025,"401k, Health"
JOB8528,Cybersecurity Analyst,Microsoft,"New York, NY",Consulting,Senior,12,Bootcamp,Part-Time,Remote,230757,$180K+,"Spark, Nodejs, Stats, Nlp, Git, Power Bi, Sql, Linux",3.7,245,Open,2025-07-14,2025-07,2025,Health+Dental
JOB5484,Backend Developer,Apple,"Chicago, IL",Healthcare,Manager,1,Master's,Contract,On-Site,95812,$80K–$120K,,1.0,500,On Hold,2025-03-27,2025-03,2025,Unknown
JOB4562,Product Manager,Infosys,"Bangalore, India",Automotive,Manager,12,Bootcamp,Unknown,Unknown,31698,< $50K,"Dl, Tableau, K8S, Collaboration, Git",1.6,523,Open,2025-07-11,2025-07,2025,"401k, Health"
JOB5408,Data Analyst,Uber,Unknown,Unknown,Unknown,12,Master's,Full-Time,Remote,193103,$180K+,"Machine Learning, K8S, Tableau",4.5,500,On Hold,2025-09-24,2025-09,2025,Unknown
JOB8893,AI Engineer,Infosys,Unknown,Consulting,Executive,12,Bootcamp,Unknown,On-Site,106560,$80K–$120K,,1.4,500,Closed,2025-12-21,2025-12,2025,"Health, 401k, Stock"
JOB3742,Unknown,Salesforce,"Austin, TX",Finance,Mid Level,17,Master's,Contract,Hybrid,135473,$120K–$180K,"Power Bi, Etl",3.7,500,Unknown,2024-06-02,2024-06,2024,"Health, Dental, Vision"
JOB3790,Product Manager,IBM,"Boston, MA",Finance,Manager,6,Unknown,Full-Time,Unknown,58913,$50K–$80K,"Aws, Pyspark, Communication, Unix, Agile, Git",3.1,500,Closed,2025-10-28,2025-10,2025,"Stock Options, Health"
JOB4246,Product Manager,Wipro,Remote,Technology,Senior,18,Unknown,Freelance,Hybrid,129681,$120K–$180K,"Dataviz, Aws, Powerbi, Javascript, Nlp",3.7,500,On Hold,2025-01-01,2025-01,2025,Unknown
JOB5692,Backend Developer,Unknown,"Hyderabad, India",Unknown,Lead/Principal,8,Master's,Freelance,Remote,95812,$80K–$120K,"Data Pipeline, Powerbi, Sql, Docker, Ms Excel",3.7,985,Open,2025-07-17,2025-07,2025,Unknown
JOB1235,Backend Developer,Amazon,"San Francisco, CA",Finance,Lead/Principal,12,Master's,Part-Time,On-Site,95812,$80K–$120K,"Tableau, Stats, Computer Vision, Scrum, Powerbi, Excel",3.2,442,Closed,2025-11-07,2025-11,2025,Unknown
Unknown,Frontend Developer,Salesforce,"London, UK",Technology,Entry Level,13,PhD,Freelance,Remote,59163,$50K–$80K,,1.4,500,On Hold,2025-01-18,2025-01,2025,Unknown
JOB4106,Backend Developer,Unknown,"Hyderabad, India",Automotive,Entry Level,16,High School,Full-Time,On-Site,95812,$80K–$120K,,3.7,1199,On Hold,2025-07-22,2025-07,2025,"Health, Dental, Vision"
JOB2137,Backend Developer,Uber,"Berlin, Germany",Technology,Entry Level,13,PhD,Freelance,On-Site,53237,$50K–$80K,"Docker, K8S, Tableau, Ml, Dataviz, Gcp",3.7,322,Unknown,2025-09-04,2025-09,2025,"401k, Health"
JOB4750,Cybersecurity Analyst,Microsoft,"Austin, TX",Unknown,Executive,20,Master's,Contract,On-Site,99606,$80K–$120K,"Kubernetes, Pyspark, Etl, Stats, Docker",4.5,500,Open,2025-01-01,2025-01,2025,"Stock Options, Health"
JOB8917,Product Manager,Airbnb,"Hyderabad, India",Unknown,Senior,12,Bootcamp,Unknown,Hybrid,129681,$120K–$180K,"Stats, Docker, Aws, Python, Pyspark",3.5,500,Closed,2025-01-01,2025-01,2025,"PTO, Remote"
JOB6012,Data Analyst,Infosys,"Berlin, Germany",Gaming,Executive,11,PhD,Internship,Unknown,131990,$120K–$180K,"Spark, Collaboration, Scrum, Data Visualization",3.4,798,Unknown,2025-09-11,2025-09,2025,"Stock Options, Health"
JOB6405,Cloud Architect,Amazon,Unknown,Telecommunications,Manager,11,PhD,Freelance,Remote,192533,$180K+,"Java, Azure",3.7,100,Unknown,2024-11-17,2024-11,2024,Unknown
JOB5115,Data Engineer,Unknown,"London, UK",Finance,Executive,12,Master's,Full-Time,Hybrid,126507,$120K–$180K,"Data Pipeline, Tensorflow, Deep Learning, R Programming",3.7,500,On Hold,2025-01-26,2025-01,2025,Unknown
JOB3889,Frontend Developer,Apple,"Toronto, Canada",Technology,Executive,9,Bachelor's,Freelance,On-Site,390551,$180K+,"Natural Language Processing, Pyspark, Git, K8S",5.0,876,On Hold,2025-09-23,2025-09,2025,Health+Dental
Unknown,Full Stack Developer,Google,Remote,Healthcare,Lead/Principal,12,Master's,Unknown,On-Site,433588,$180K+,"Google Cloud, Linux, Pytorch, Sql Server",3.7,500,Closed,2025-11-13,2025-11,2025,Unknown
