job_id,job_title,company_name,location,salary,currency,experience_level,years_of_exp,education,employment_type,industry,skills,remote_work,job_posted_date,company_rating,applications,job_description,benefits,hiring_status
JOB5649,,uber,bangalore,"$89,859",USD,director,25,12th,,ecommerce,js | Natural Language Processing,yes,26-03-2025,N/A,-8,,N/A,closed
JOB1668,Full Stack Developer,meta,Chicago,-3186,inr,Entry Level,54,,PT,EdTech,"['tensorflow', 'power bi', 'Apache Spark', 'Kubernetes', 'JavaScript', 'CV']",yes,04/07/2025,4.5/5,-2,srREIwbgtfExtfQ GRbulAEssCFetSxMrUZnyBQOvDMaHQNU LJjeyHlzPgNgZjrCgILGgNyftfb ,N/A,closed
JOB7577,Frontend Developer,Accenture,BOSTON,52732,inr,MID,6 years,Masters,Full-time,Video Games,Google Cloud;Spark,Yes,21.2.2024,0,1493,ZHsUikwgMeRdfTXOXO wodvrCPtWBqpAzsmgPqypuj qvWlYwRVaRjrUMeHI fTjC,Health+Dental,Closed
JOB6209,full stack developer,salesforce,"New York, NY",489103,USD,Entry,,high school,CONTRACT,MEDIA,Data Pipeline | java | Microsoft Excel | Collaboration | etl | PYTORCH | powerbi,0,2024-01-05,0,500+,oIOBZIpbSrmCWJnKMGurxaUdkHhkeFSXmeMqM,None,Filled
JOB6260,BI Analyst,,hyderabad,54394,,mid level,6,ph.d,Gig,TELECOM,,,6/5/2025,3.2,many,pMwYXIqCQpcmXPLyOuFmRsCKQAJQTzcZiMpiryrSfhdLEYOtUsenpccfzFHZhfVPlKTArpGYtCQRJjcMPONaq pijIQex,"401k, Health",Open
JOB6850,,NETFLIX,AUSTIN,-4160k,USD,lead,5,12th,FT,,Node / SQL Server / Statistical Analysis / java / R Programming,Onsite,05/07/2024,3,,,None,closed
JOB3463,PM,Microsoft,"San Francisco, CA",40218,,Mid Level,2,coding bootcamp,,MedTech,,False,2025-10-24,5,,MonfQFOrOFoQUJziP eQhiUrVcBxJrAgD,"Stock Options, Health",active
JOB7131,ml engineer,TCS,"SF, CA",56178,USD,lead,-1,Bachelor's,Full Time,Game Dev,"['R', 'azure', 'Statistics', 'Communication', 'Microsoft Excel']",onsite,7/9/2025,9.6,-24,SeSMmAjQ hrFHEqVAq eCwRuWfuQjDDFnCEDYqKWgOKsBhWaKilq UcZscIPEK,"Health, 401k, Stock",on hold
,Data Engineer,SalesForce,hyderabad,$0,usd,MID,3yrs,PhD,intern,,TABLEAU | Communication | Data Pipeline | DOCKER,hybrid,2025-10-21,excellent,100+,KKnOhBylnviwdVJgMGcDUFdwiPXLOTRdWtW,,On Hold
JOB2582,SWE,META,Bengaluru,"$37,630",,director,20,BS,Full-time,Media,"power bi, data viz, azure, JS",False,18.1.2025,,500+,JAHqmDDFRfqXPcPW nXChKrd RLHE moNLd,"Health, 401k, Stock",OPEN
JOB5277,Data analyst,tcs,LONDON,"$149,076",USD,Mid,,associate,Contractor,Education,"PYTHON, javascript, DOCKER, pytorch, Apache Spark, linux",Remote,2025-10-03,,,hQyacdgPgkQNvmxoXzwcafMtfFUfsdeAv,Health+Dental,Closed
JOB4683,,salesforce,"New York, NY",161738,,sr,,M.S.,INTERNSHIP,entertainment,LINUX / Unix / AGILE,Onsite,18-09-2024,1.1,many,JpJQrMyujtnSWTYzOyQfqHmV,"Stock Options, Health",OPEN
JOB1654,Data analyst,,Chicago,55691,USD,mid,,ph.d,contractor,Gaming,,onsite,27-10-2025,4,890,ewuYTeIEDfZHCN hHwbSzrDdfzEhfWicAsHGVYSvUqKcgliOsPCLQxZLiqGfgyscqucOCRLbPgfKWdzuRxezFPmSbgyCG,N/A,closed
JOB5070,ML Engineer,,boston,119185,INR,director,5 years,M.S.,Full-time,FinTech,,Onsite,,4.1,-27,rTJpyPKlEhQYeitOTVPLiBVRPTjHAk GUrRpWQEaHdIjKLcHODzFE cYAGNaMqmmkmJMfzDelNBrPCfNSNk,,
JOB3242,DevOps Engineer,uber,new york,95297,USD,C-Level,0yrs,Associate's,,,AZURE / js / Google Cloud / aws / ReactJS,,11/8/2024,4.5/5,100+,iAiLKJDeZP BePBPcYZdDxxfpaTrRtpbZapVoXpMFOHlEBRDrksQjxdPzTKuItJMfMMlN,"PTO, Remote",closed
JOB5809,Data Engineer,APPLE,Seattle,-3475,,LEAD,-3,Associate's,Intern,Consulting,Spark | Java | java | Unix | Power BI | Google Cloud,Hybrid,05/12/2025,0,500+,,"Health, 401k, Stock",CLOSED
JOB5335,ai engineer,Googl,Toronto,116659k,,MANAGER,6yrs,M.S.,FULL TIME,EdTech,"['ReactJS', 'Deep Learning', 'MS Excel']",onsite,3/15/2024,6.7,1007,fkBZjCMAMGmwRUCUSjKqbmNYbPFMwK yLvXmvPhPtaC,Health+Dental,
JOB3874,DATA SCIENTIST,INFOSYS,SEATTLE,436418,,,18,doctorate,part-time,information technology,Deep Learning / SQL / stats / gcp / TABLEAU / java / DataViz,yes,10/22/2025,9.1,1293,,"Health, Dental, Vision",Filled
,Software Engineer,,London,51587,INR,,0,Bachelor's,FREELANCE,Automotive,"Tensorflow, python, Computer Vision, power bi, docker, TensorFlow",yes,2025-01-03,4.5/5,-30,bNtKEDwSkKUmYtfvjgZbSEugmUtdMrkIbukTXSRh,"Health, Dental, Vision",filled
JOB2263,Frontend Developer,Meta,hyderabad,,INR,CTO,-4,,FREELANCE,Video Games,data viz / Data Visualization / machine learning / tableau,NO,,,1244,YecudjV rfEyMwvycCygNYeNBzgPhgBPRnquW YoPPZguGTKdYJPWejygBftdOoR,"Health, 401k, Stock",open
,BI Analyst,UBER,London,146399k,EUR,mid level,1,Bachelor's,fulltime,entertainment,Scrum / aws / AWS / nodejs / Statistical Analysis / machine learning,Onsite,09-12-2024,,500+,eEzYCpeFU CY eMXFJOKHqplhYoDIjdCiKKgRBbfTdQlsoPIpvWgrfprhcnVSMadlVFzihsLDzM TIKqZZoAqkjjThrTXBUR ,None,filled
JOB7981,Data Engineer,,"Hyderabad, India",,usd,,13yrs,master,FULL TIME,EdTech,,No,06/01/2025,excellent,-20,kLloYJsbxRpeZCNIczUWGZdSxnGONCMWvcMnKVWEWwPGNqPQFYdepXSBAylqy,"401k, Health",Closed
JOB4043,frontend dev,AWS,"Boston, MA",-3205,,Senior,55,Bachelors,Part Time,Media,tableau;js;NLP;Natural Language Processing;powerbi;GCP,NO,11/16/2025,N/A,500+,s fGuJNhdqWiMwLtZGLKHmQApuW R,,Filled
JOB6878,,,"Boston, MA","$112,028",inr,Sr.,15,Associate,contractor,Automotive,scrum | sql | Google Cloud | powerbi | tableau,False,2025-11-23,N/A,100+,OujqIVaHcN KYAzpPJWMCunaABuYFmHOpQqZ FkKkWestheMxirHqXbEWQhxUtHgXIVWAUoZOkDPrFBckkMOOIZRiMtGPIodS,"Stock Options, Health",open
JOB3589,,WIPRO,berlin,59375,USD,MANAGER,-2,,PT,TELECOM,"Python, TensorFlow, excel, PySpark, Natural Language Processing, Azure, javascript, Amazon Web Services",,08/03/2025,,,LErZVWHdZzFkVTQ AzxcrWSrhzao,"401k, Health",closed
JOB2582,ML Engineer,google,san francisco,$0,inr,Mgr,0yrs,Associate,,Retail Tech,Kubernetes | Communication | JavaScript | Tableau,hybrid,4/10/2025,3.5,many,nzQNOwFUYK uZOenenSHeur,,Open
JOB9934,Software engineer,GOOGLE,BANGALORE,175773,,intermediate,-1,MSc,internship,Health Tech,PyTorch | Scrum | Apache Spark,,,4.7,,jhfThqDUkVEItdeygwhuqMGAYMDzNIstaoVFUuwGcZq,"Health, Dental, Vision",on hold
,DATA SCIENTIST,Tata Consultancy Services,Boston,284354,USD,Mid Level,76,Associate,PART TIME,MEDIA,"['Git', 'GCP', 'docker', 'PYTORCH', 'aws', 'Deep Learning', 'PySpark', 'TensorFlow']",Onsite,2025-09-08,N/A,many,,,
JOB1834,software engineer,,,-2000,$,senior,9 years,,Full-time,consulting,"['DL', 'Microsoft Excel', 'Unix', 'PySpark', 'DOCKER', 'communication']",YES,2025-04-14,2.8,,FjwdjztoQf RwYxWNPbkgdYPJXkBEcuHFEIuuEUaDVXxUWTueIxO,"Health, Dental, Vision",Active
JOB4098,Cybersecurity Analyst,Apple,Seattle,0,USD,Lead,16,Ph.D,Full-time,Healthcare,"powerbi, Microsoft Excel, GIT, Java, linux, Agile",Onsite,04/25/2025,4.5/5,,KyBYekZMsIWaddfLLdUaZBsMfTZhknXaMprqULurteoXJL,"Health, 401k, Stock",filled
,Data Engineer,netflix,hyderabad,91165,INR,Junior,14 years,bootcamp,full-time,Technology,,False,12/19/2025,,500+,hcGufWOwDodDQywJCvKXHxjYgUpOAQCeYKVdMBYsFjcsgviSVqiQAbcGwb,,
JOB6964,,amazon,"seattle, wa",211901,USD,VP,16 years,Associate,FULL TIME,MedTech,GIT;Apache Spark;data viz;NLP;Java;Python;DL;git,hybrid,21.2.2025,N/A,1021,,Health+Dental,Closed
JOB9231,AI engineer,infosys,"San Francisco, CA",0,EUR,SENIOR,21,Doctorate,PART TIME,Entertainment,"['TensorFlow', 'SQL Server']",No,03/21/2025,4.3,-28,mlOkeZCnCFAkCzIBkTodTtNfUwVZDVKS,"PTO, Remote",
JOB2616,Data engineer,MICROSOFT,,-3687,EUR,entry level,59,BACHELOR,Part Time,Game Dev,,,,4.2,,LcbsKCuJti  zBKsaySXfOxIkRpMyEDK,None,
,DATA SCIENTIST,,Seattle,,EUR,LEAD,11 years,Masters,Internship,media,"git, tensorflow, Statistics, deep learning, ML",NO,16-07-2025,0,100+,KevZNtUOgpojZhSdKjjqVP ZAjDYPsK,,Filled
JOB6701,full stack developer,Airbnb,Hyderabad,"$354,890",inr,C-Level,7 years,,INTERNSHIP,MedTech,,Hybrid,11/10/2025,excellent,500+,akNBVz gGY GGeMZTMclvQILzLpKFrJnBZgeSaJffYckpMmKQQieQTTwmWUGFeDeakaxUlKojjfqKQ,"PTO, Remote",Open
JOB8142,Software engineer,MICROSOFT,BOSTON,"$459,410",,,12,Associate's,Part-time,,linux;etl;nlp;stats;data pipeline;Google Cloud,Remote,08/28/2024,,,FwxhttmnIOAouIeVLrcKCowDGlRP,"Health, Dental, Vision",OPEN
JOB4726,,Google,BERLIN,81563,INR,mid,21,BACHELOR,Freelance,IT,Tensorflow;Kubernetes;tableau,,2025-11-13,2.3,100+,,,closed
,ai engineer,,WFH,479859,USD,mid,,B.S.,Contractor,media,"['java', 'spark', 'Scrum', 'GitHub']",Onsite,10.3.2024,3.6,673,WnrfoXwOi  fjlbBsxCPEG SeYraRNGWZMHifycqDwwlRtHINCbMYaSqgu,Health+Dental,
JOB1519,Software engineer,,Remote,42359 USD,EUR,lead,,High School,FREELANCE,CONSULTING,"Natural Language Processing, kubernetes, Data Pipeline, docker, Tableau",True,2024-02-22,4.6,,XpDETJCuNPKeNsfmeGGFZrHPxmDtjFuOpndouPiuteXxOfewDBfeDFPTavPMD mBKioohi,N/A,Filled
JOB1494,Software engineer,microsoft,"Chicago, IL",0,,Mid-Level,,,Gig,Tech,power bi | GCP | AZURE | Data Visualization | nlp | nodejs,Remote,3.9.2025,excellent,many,,"Health, Dental, Vision",
JOB7780,DevOps Engineer,wipro,REMOTE,-4108,inr,entry,19,coding bootcamp,Full Time,GAMING,"['K8s', 'R', 'DataViz']",YES,4/10/2025,,,TxR dNNfvrSnMHouRUAekJH iueAnAGeZLAvDqvRxI GFzLHvXFSLSdAnCPLG,Health+Dental,
JOB4052,Data engineer,,remote,34366 USD,$,Senior,96,PHD,FT,Technology,python;data viz;Statistics;tensorflow;power bi;GCP;GitHub,True,02/01/2025,3.0,,SIdzGfHhNCyFMzN TEkjeAphpoVIlwfRckuwKlzhvKjXibFPmV,"Stock Options, Health",Active
JOB8758,SWE,,remote,45431,EUR,Principal,-1,Masters,part-time,Gaming,Google Cloud / Azure,No,12/22/2025,0,793,KXEmpuTbEBE hYxYilkceKkRhFqMQeDDTBWaLFPfhEEZffPPTUUnIEzjvGKvuUKczotrQqSTKZmpNPrMGexWvzBt,"Health, Dental, Vision",On Hold
JOB7086,,WIPRO,"Toronto, Canada","$38,884",INR,,,Doctorate,fulltime,MedTech,"['tableau', 'Azure']",,21.10.2025,0,100+,fzZGcApgOOqjwpWOdCamoxLwNFComdOvAaKiDbguvqsuGZ GOzZRd dtbFmxgeYXbSMmYBFhCSigimJMeDzVQcAlhiVHl,None,
JOB9646,Fullstack Developer,I.B.M,,230478,GBP,executive,20 years,B.S.,,,SQL;powerbi;Computer Vision,0,,4,100+,YsehxRTAhQSwsZsPldGrsrzCgCXF wXZLGtsHFrxOeIfyhOgLorsUfyjWXZZEIdSZsiGTxU,N/A,open
,AI Engineer,salesforce,,"$482,387",USD,,15 years,MASTER,freelance,Consulting,AGILE | pytorch | AZURE,1,,7.7,288, FxtHdxCoFDOnaxoIVQCfQxJEuqtqxz aWWrXBTWDfgBJQDNBrQhWozZOYBNldtOfUQmNxavKAIJvOmfPdwefZrNbmkgkKmAeyP,None,filled
JOB8644,,AWS,"Hyderabad, India",98148,EUR,junior,3yrs,MSc,internship,FINANCE,SQL;javascript;docker;sql;Tableau;K8s;deep learning,Onsite,22.1.2025,4.5/5,,hHYNGzNMQFSaFovUEyTksGCkqThDkrtOEAMWQBXcLUvEXMXjeYzROhnNKsrGsdXolULMayHkmnkwWgRNNRNIRMGRuyVkZY,Health+Dental,Open
,data analyst,google,toronto,,USD,director,10,Doctorate,Gig,Education,DataViz / AWS / Statistical Analysis / nodejs,Remote,8/14/2025,,100+,bWuMKkKvcSrhowVmuXzotyqwYckzsXPfeZVJkelAumvkiCHvzpRVSPZqDtCAQXQaBrxKgJMGlzl QFSHfpVYVuFDHaKKQBkfOGpL,,filled
JOB7628,DevOps engineer,GOOGLE,San Francisco,"$-4,714",usd,,,MASTER,FULL TIME,ecommerce,aws / ETL / LINUX,no,2025-10-27,4.5/5,100+,tJFquLEyytWOipceKhGUbebwFQjfNyPcpnjBhZ JDtyBlfLYhcLlAHudxnAWFlTKWiCUQrNEgoZnXpDgpaCpOMwngXpi,"Health, Dental, Vision",
JOB4310,Data analyst,Infosys,Work from Home,131990,GBP,mid,17yrs,PhD,INTERNSHIP,Video Games,data viz | Tableau | statistics | AZURE,yes,,excellent,100+,YokvlHPaIpPnEoIJVuMZIPSeluMnXbLnYbrfCEBWu CNRCZsKGQAzXjsrxuHhoxzurJkDWXiNmEDbmobC,None,Active
JOB9940,DevOps Engineer,,"SF, CA",,,Senior,82,bachelor,PT,Telecommunications,"['DataViz', 'LINUX', 'scrum', 'javascript', 'K8s', 'Spark', 'spark']",False,01-04-2025,excellent,1416,zYZVhdgopMuTCwxtEgxfELvsLpuMHxVNGPmKCxHAe,N/A,active
JOB2777,ML engineer,Wipro,"Chicago, IL","$481,473",inr,Entry,,doctorate,INTERNSHIP,retail,"MS Excel, React, agile, python, aws",onsite,2024-06-13,2.3,622,,,closed
JOB2124,AI engineer,Accenture,chicago,42610,EUR,entry level,15 years,BS,fulltime,Education,,hybrid,2025-03-28,1.9,,WfyARsZwRqGcPGcHRnxVtGZZqAHCWISOEanaYizPtCXiaHzxpBgJtNRusbKyJvBxrj HuZSEPnCGvqiWmORj v,"Health, Dental, Vision",
JOB8135,software engineer,Meta,BANGALORE,110769,INR,LEAD,,Bootcamp,FT,Telecommunications,MS Excel;Azure,,12/11/2025,4.6,,peUxJhoZONNRRgmkuUWAJANshBPghdNJiJkingVZSLSDrBOfMMtYeGrAljFhkWvXJEvNMSBXdIZBDISTMWhmEVd itO,None,filled
JOB3920,,TCS,"SF, CA",-1458,,Entry,21,,Internship,ecommerce,PySpark | deep learning | node.js | Microsoft Excel | DataViz | NLP | k8s,,09/15/2025,N/A,74,,"Health, Dental, Vision",active
,AI Engineer,meta,"Toronto, Canada",,$,Sr.,22,Ph.D,PT,TELECOM,TABLEAU / Deep Learning / Data Pipeline / node.js / pytorch,0,9/8/2025,1.0,304,X EayIXdxJqnLfGAmpODlfML,,active
JOB6176,ml engineer,Apple,Remote,403761,USD,MANAGER,12,BS,,telecom,"['JS', 'Computer Vision', 'etl', 'NLP', 'SQL Server', 'Unix', 'node.js']",yes,11/6/2025,8.0,100+,qqdyMYqMWydYePpYIqHtk nTKIWCNdRiSBLQQpEWuf WgdXBUdUpNWHw,,Open
JOB7944,full stack developer,Tata Consultancy Services,"Austin, TX",0,USD,C-Level,10,high school,Intern,E-commerce,GCP;powerbi;Linux;Microsoft Excel,0,2025-10-26,,100+,hGnZR akXXy EoEkcw FzugjtQcSoDoPXKkVEarHowmGEoDSiDqlQRkGYeNZozf,"Stock Options, Health",Closed
JOB8006,BI Analyst,Apple Inc,,31435,usd,junior,18 years,Master's,,information technology,pytorch;K8s;git;Tensorflow;spark;DL;Deep Learning,no,18.10.2024,excellent,,,None,Active
JOB2718,software engineer,apple,WFH,357955,$,DIRECTOR,-2,12th,,Healthcare,communication | kubernetes | power bi | ML | CV | Statistical Analysis,,08/11/2025,excellent,100+,gGFIqsjhzF apxBprxWbGuiBsBqdaWMASQPgXwpyvovWCI,,on hold
JOB8918,ML Engineer,Salesforce,chicago,53514,USD,entry,,Bachelors,,technology,,No,2025-06-26,0,-14,,"Health, Dental, Vision",Closed
JOB4857,Software Engineer,google,Remote,220490,,,-3,Boot Camp,contract,gaming,"java, power bi",Yes,10/9/2024,0,many,,"Health, Dental, Vision",on hold
JOB2840,Data Scientist,Meta,,"$183,053",inr,junior,,Bachelors,full-time,EdTech,"['Natural Language Processing', 'azure']",NO,2025-03-20,2,many,qqZjLTtJYLmdtCzqPvjS WudzFBiVSb,Health+Dental,Active
,cybersecurity analyst,APPLE,BOSTON,$0,usd,LEAD,,,PT,tech,"['Collaboration', 'TensorFlow']",Hybrid,11/27/2025,4.5/5,-11,uSTEnth rzhCrMrooFB FK,None,
JOB1401,Data Analyst,Netflix,Remote,58516,$,CPO,,M.S.,PT,banking,ReactJS;aws;AWS;Scrum;Communication,Yes,2025-07-06,excellent,,zJsfYLGhBAlzYHrqGGFCstKgDzatnYKWVHVzosQL,,
JOB2240,BI Analyst,oracle,,-2748,USD,Entry,51,doctorate,,,stats | Microsoft Excel | git | data viz | ETL | SQL | docker,True,2025-03-28,excellent,100+,IQNzuLRhhTTmOzixeFtyprEahokjUlmOPhPKHoZgVIrZjyoHfQfURdmKvelJacO,,
JOB8504,Data scientist,AirBnB,"Seattle, WA",79671,GBP,SENIOR,14,PHD,PT,information technology,Apache Spark;DataViz;Machine Learning;ETL;PySpark;k8s,0,05/13/2024,0,100+,JaItAyVybkIHSFjrZxG  KqJumOzzBjvxO,"Health, 401k, Stock",Filled
JOB4182,frontend dev,,NYC,,GBP,CTO,20yrs,High School,internship,media,"['CV', 'PySpark', 'Data Pipeline', 'NLP', 'Azure', 'etl', 'Data Visualization', 'DataViz']",onsite,2024-07-05,excellent,,,,closed
JOB1989,,,CHICAGO,123880,inr,entry,,bootcamp,intern,Auto Tech,"['Communication', 'Statistical Analysis', 'NLP', 'TensorFlow', 'powerbi', 'ReactJS']",YES,23-07-2025,8.9,-31,XHWdZV udRpiTxeeHPxDxEEfoDVRu rxliQBTAVTygymPWIgSWcqoHlcQoB,"401k, Health",
JOB5582,DA,Apple,san francisco,"$-4,187",EUR,SENIOR,20,master,part-time,Healthcare,Power BI / ML / statistics / python,hybrid,8/8/2025,excellent,100+,IbijuGddmWZfBMQFubROIcnehHaZYfNrLkzDxiricKH,Health+Dental,Open
JOB7467,Security Analyst,Uber,Remote,"$127,247",,entry,-3,Ph.D,freelance,Gaming,Tensorflow / r / python / TensorFlow / PYTORCH / Microsoft Excel / agile / docker,1,23-10-2025,0,1162,riKOEXuSFbyWodOUjJmedHcxwJmx XflTnG m tiAWQk,"Stock Options, Health",Closed
JOB6558,frontend dev,Salesforce,san francisco,59925,,Sr.,9 years,BACHELOR,Internship,automotive,Statistics | K8s | Google Cloud | kubernetes | deep learning,hybrid,,0,500+,jeFzTnmHOgoBlBiPlRMCvQlguplWGWqQirMALRanUmLOIXEMxdKZxoKdBEwbdYvxkRtVxWYvZKTEQKucpmjsEJpyShCVVBaf,,Active
JOB2305,cloud architect,APPLE,,,,Senior,-1,Masters,Gig,edtech,azure;excel;LINUX,Maybe,1/6/2025,4.6,many,eeQZDoGODWtkEQZQzXcWSEvenQbJFHkFCNWmnmgJFIvssnxqsLMVPTHklVJzHvhqrIncJTKRpNljNCIlMeaGSI,"401k, Health",on hold
JOB4814,Software engineer,amazon,"San Francisco, CA",360165,GBP,Junior,12 years,,fulltime,banking,PYTHON;AZURE;Tensorflow;Apache Spark;Spark;pytorch,True,04-01-2025,0,100+,zKqrHcXBnHkVTlfHriogPacPzFteieGX HdILPgm POQxk,"Stock Options, Health",CLOSED
JOB2003,Product Manager,AWS,BANGALORE,65213,usd,entry level,98,associate,FREELANCE,E-commerce,data pipeline | git | data viz,,2025-04-14,,331,GReOLaNeFWtKJdnSxNzAOq kFcs,"PTO, Remote",filled
JOB5335,ai engineer,Googl,Toronto,116659k,,MANAGER,6yrs,M.S.,FULL TIME,EdTech,"['ReactJS', 'Deep Learning', 'MS Excel']",onsite,3/15/2024,6.7,1007,fkBZjCMAMGmwRUCUSjKqbmNYbPFMwK yLvXmvPhPtaC,Health+Dental,
JOB3434,Data Engineer,I.B.M,bangalore,98925,USD,intermediate,14 years,associate,contractor,Banking,GIT;PYTORCH;GitHub;Azure;PYTHON;Python;GCP;Scrum,1,03-07-2025,4.4,100+,,"401k, Health",
JOB5523,,Apple Inc,San Francisco,0,USD,intermediate,9,Associate's,FT,tech,data viz | aws | GitHub | CV | node.js,,5/9/2024,3.6,100+,LJMMgHZoLhTgxtXKftkVOAwUvua dLFXxyvEGlOKI eKR,Health+Dental,filled
JOB8364,DevOps Engineer,,remote,411136,inr,Mid,19,coding bootcamp,fulltime,Game Dev,"['machine learning', 'statistics', 'DL', 'aws', 'JAVA', 'PYTORCH']",hybrid,4/20/2024,4.5/5,100+,enzYACTHwl ddHbpBBdepobqKEzoWAhadyaipjwcwUnKCrtMMlOoliGrEIxSyohvftEkWWp rYfQbaKTATtZzch,"Stock Options, Health",filled
JOB3774,cybersecurity analyst,Amazon,Bengaluru,119849,INR,,7,12th,PART TIME,Game Dev,etl / Kubernetes / power bi / R / Excel / js,0,2025-07-17,4.6,500+,ShjYUEGOPgRONquwrSjVtHquTRVrIeWCpnVqLMLZeiqvjBUtlcUvkCaVvSzCncALBNdKHfkpcjYrcvSDXzhlHINlvEmBEfweuIQf,"Health, 401k, Stock",
JOB1745,Data scientist,Oracle,chicago,,USD,CTO,9,M.S.,contractor,finance,"['Tableau', 'python', 'data pipeline']",yes,3.8.2025,,100+,FGPuWpFwEdYfOHoemDivKybpoTdmoPFQkglhohdQFRWxyqvoCxFVMFbmJTFbOREOjBxo xRZyvrfivAJvObengOTRaUycBGAx,,Closed
JOB9162,Security Analyst,ORACLE,CHICAGO,46000,,Mid,14,coding bootcamp,CONTRACT,Tech,"['ReactJS', 'JAVA', 'azure', 'Collaboration', 'Amazon Web Services', 'Communication']",True,07/27/2025,4.5/5,,jnZKAHFPNp nISQglMycFzwbkDknuriVRJaQoJqnOoQxgsorsekRwieCXTtdaJohZth,"PTO, Remote",CLOSED
JOB8488,DATA SCIENTIST,Microsoft,boston,143004,USD,entry level,2yrs,B.S.,internship,retail,stats | Azure,Yes,24-05-2025,4.5/5,many,mIxlnCCLbrNgmOfjBqjvcohjunidWPYiYEFeHZWLLjPxkkOlkqLYVFWG ckfnFLNHopm,"Health, 401k, Stock",closed
JOB9443,Software Engineer,microsoft,"Seattle, WA",-1648,$,Executive,14,BS,Part Time,E-Commerce,,Yes,2025-06-16,,1084,mYUyfAAUvmTBupJmQcpFuOchTIuawbDklRkNxVbnNsoexjGwgjfGbJxdeVnQDDvFNtvGkEH,,Filled
JOB7888,Product manager,Infosys,bangalore,56336,USD,MANAGER,100,HS,PT,HEALTHCARE,"['linux', 'python', 'Tensorflow', 'Python']",0,5/27/2025,0,-37,WjgXsjzkUApqriFaWazNbzWDiesFxZvaCNqgDxpZmxkxCsxpNKsItggHCYnQFuWmDjzzzmHeloy,,Filled
,Cloud architect,,"Boston, MA",,USD,lead,22,master,Part Time,technology,"Computer Vision, git, Power BI, aws, Statistical Analysis, Unix, Node, pytorch",onsite,07/20/2025,9.6,,,,Filled
JOB1544,bi analyst,,Hyderabad,333050,INR,Executive,16 years,,Full Time,,"NLP, DOCKER, spark, agile, DataViz, java",False,17.2.2025,4,many,,None,CLOSED
JOB5355,Cybersecurity Analyst,wipro,CHICAGO,93527,usd,,12,,internship,,"['NLP', 'Unix', 'Power BI']",hybrid,,,many,lqxCokJReeLZMDbjUAhkCCNAcpwaiFWCSAzKG WMnzGRxNmuMcIY fswXZbGbGfqrWQNFgpxKz FumeAcEgdztHoybpFWCbaqH,"401k, Health",filled
,Cloud architect,meta,Seattle,-3537,GBP,MANAGER,-4,associate,INTERNSHIP,gaming,gcp;JS,no,2025-03-25,1.7,209,KVnPOul SaqsITcNkaSuCNKDPmeFkAACWodPhUPzchhfCEgOMkaOVJbHgqsqinFDfgrAa jnoiVvLqz jigfnjUFMrrqGoVLHCwf,"Health, 401k, Stock",Open
JOB8711,,Meta,WFH,306145,USD,,4 years,M.S.,CONTRACT,Ed-Tech,,no,03/13/2025,excellent,,hcOUKNMNhTI nad qvYsG ybwjjXz attTYdpMwrnlNizJZLIvhyPSgBKpkZUAeIYvKZJ,"Stock Options, Health",
JOB5106,Machine Learning Engineer,AMAZON,Work from Home,,,director,20,Ph.D,FULL TIME,entertainment,"['nlp', 'PYTORCH', 'r', 'nodejs', 'Computer Vision', 'GitHub']",Hybrid,2024-07-18,N/A,1180,YejIBWZbEHyKEWfxtEdvSAzyKGQPOhFwoK,N/A,active
JOB2887,Fullstack Developer,uber,"San Francisco, CA",57442,USD,Principal,12 years,,,,Scrum;Computer Vision;Collaboration;ETL;data viz,No,2024-04-27,excellent,524,DlnOqZNfVeZWBQTYnJVGJMFResEgJcIMkoXCUciIwiGYJhrrCiEUXWDfGZTQyKGCxupEXYzDnzQjnejrcoQGVwTSGAIy ,"Health, 401k, Stock",filled
,Frontend developer,,,50319,USD,Senior,17,bootcamp,CONTRACT,,"['nodejs', 'Linux', 'R', 'Docker']",yes,09/06/2025,4.5/5,,iitVNaTkHXiILVpt dMThfelvNgXhAVkpeTUOqejEEyhUykTweKZsmciGCO,"Stock Options, Health",Open
JOB5586,Data analyst,Salesforce,REMOTE,"$91,494",,Mid-Level,0,Associate's,Internship,Auto Tech,"['docker', 'Azure', 'js', 'SQL', 'Scrum', 'stats', 'r', 'agile']",yes,26.2.2025,5,many,DvDSXXmyhIgHYbijyRdLQZqoQCHcVoyxrnHxAqFeRTCKSNydEqFDqBGLuvDADxk,"Health, Dental, Vision",OPEN
JOB1645,Data Analyst,uber,Bengaluru,-1081,USD,,-1,B.S.,Contract,IT,tensorflow;excel;AWS,NO,10/10/2025,N/A,,,Health+Dental,Filled
JOB4844,ai engineer,amazon,"Berlin, Germany",-4452 USD,,senior,76,coding bootcamp,Part-time,,java / PowerBI / communication / Unix,No,09-04-2025,3.3,100+,xywYNKegktunsIGgxESSCsNxEbtIMlVFJZzJTPzzRfbQSyXhtYaetoGbSGHCyrt lnWXDsMLIuSN,"Stock Options, Health",Closed
JOB1033,Data engineer,Microsoft,New York,0,USD,Mid Level,,doctorate,freelance,Management Consulting,Communication / GCP / java / Collaboration / PYTHON,No,2025-03-06,8.5,,oKMppziBAFjoxJKWeqvuuEEnTKtlwZUktRgZGVYWCBODFj jeivqWLDtzbYujrSfkqg,"Health, 401k, Stock",closed
